Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		480  Points		492  Points		480  Points		282  Points		142  Points		414  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
				0.366257	1.43628	0.246613	2.23277	0.36575	1.43386	0.762275	3.05111	0.932321	5.89276	0.586359	1.50759	0.868591	4.93495
				0.367598	1.44266	0.248694	2.23265	0.367089	1.4402	0.765093	3	0.937797	5.86297	0.587758	1.49499	0.873165	4.88369
				0.368945	1.44896	0.250774	2.23259	0.368433	1.44656	0.767865	2.95012	0.943246	5.83364	0.589145	1.48308	0.877691	4.83176
				0.370298	1.45527	0.252854	2.23253	0.369784	1.45289	0.770591	2.90156	0.948668	5.80462	0.590521	1.47174	0.882168	4.77936
				0.371657	1.46153	0.254934	2.23246	0.371141	1.45917	0.773272	2.85425	0.954062	5.77572	0.591887	1.46102	0.886597	4.72646
				0.373021	1.46774	0.257014	2.23238	0.372503	1.46542	0.775909	2.80811	0.95943	5.74695	0.593244	1.45094	0.890975	4.67321
				0.374392	1.47395	0.259094	2.23228	0.373871	1.47162	0.778504	2.76321	0.964771	5.7181	0.594591	1.44135	0.895305	4.61966
				0.375768	1.4801	0.261173	2.23222	0.375245	1.47776	0.781058	2.71956	0.970085	5.6891	0.59593	1.43228	0.899584	4.56594
				0.37715	1.48618	0.263253	2.23216	0.376625	1.48387	0.783572	2.67708	0.975372	5.65988	0.59726	1.42375	0.903813	4.51212
				0.378537	1.49226	0.265333	2.23209	0.37801	1.48996	0.786047	2.6357	0.980632	5.63029	0.598583	1.41571	0.907991	4.45819
				0.37993	1.49826	0.267412	2.23205	0.379401	1.49601	0.788483	2.59545	0.985864	5.60037	0.599898	1.40814	0.91212	4.4043
				0.381329	1.50427	0.269492	2.23196	0.380798	1.50197	0.790883	2.55632	0.991067	5.56999	0.601207	1.40098	0.916198	4.35059
				0.382733	1.5102	0.271571	2.23188	0.3822	1.50795	0.793247	2.5183	0.996243	5.53909	0.602509	1.39426	0.920227	4.29696
				0.384143	1.51606	0.273651	2.23184	0.383608	1.51387	0.795576	2.48131	1.00139	5.52352	0.603805	1.38793	0.924205	4.24356
				0.385558	1.52192	0.27573	2.23178	0.385021	1.51969	0.79787	2.44534			0.605095	1.38202	0.928134	4.1905
				0.386979	1.52774	0.277809	2.23168	0.38644	1.52552	0.800132	2.41044			0.60638	1.37646	0.932014	4.13771
				0.388405	1.53351	0.279889	2.23163	0.387864	1.53133	0.802362	2.37651			0.60766	1.37126	0.935844	4.08531
				0.389837	1.53918	0.281968	2.23161	0.389293	1.53706	0.804561	2.34354			0.608935	1.3664	0.939626	4.0334
				0.391273	1.54487	0.284047	2.23156	0.390728	1.54271	0.806729	2.31149			0.610206	1.36184	0.94336	3.98196
				0.392715	1.55049	0.286126	2.2315	0.392168	1.54835	0.808868	2.28035			0.611473	1.35766	0.947046	3.93097
				0.394162	1.55605	0.288205	2.23143	0.393613	1.55395	0.810978	2.25012			0.612736	1.35373	0.950685	3.88058
				0.395615	1.56158	0.290284	2.23136	0.395063	1.55947	0.813061	2.2208			0.613995	1.35009	0.954277	3.8308
				0.397072	1.56706	0.292363	2.23132	0.396519	1.56497	0.815116	2.1923			0.615251	1.34673	0.957823	3.78157
				0.398535	1.5725	0.294442	2.23127	0.39798	1.57047	0.817146	2.16461			0.616505	1.34362	0.961324	3.73296
