Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
459  Points		491  Points		459  Points		138  Points		110  Points		101  Points		321  Points		118  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.521029	1.51423	0.360504	2.23453	0.52148	1.51564							0.830783	1.26979		
0.522442	1.51859	0.362586	2.2345	0.522894	1.51999							0.831965	1.26746		
0.523859	1.52293	0.364668	2.23446	0.524312	1.52432							0.833144	1.26531		
0.52528	1.52726	0.36675	2.23447	0.525734	1.52861							0.834322	1.26325		
0.526705	1.53154	0.368832	2.23447	0.52716	1.53288							0.835498	1.26137		
0.528134	1.53581	0.370914	2.23444	0.52859	1.53714							0.836673	1.25966		
0.529567	1.54003	0.372995	2.23442	0.530025	1.54136							0.837846	1.25808		
0.531004	1.54423	0.375077	2.23438	0.531463	1.54556							0.839017	1.25659		
0.532444	1.54842	0.377159	2.23439	0.532905	1.54978							0.840187	1.25526		
0.533889	1.55256	0.379241	2.2344	0.53435	1.5539							0.841356	1.25408		
0.535337	1.55669	0.381323	2.23437	0.5358	1.55802							0.842524	1.25298		
